000067-64-1_group2,000067-68-5_group1,000074-95-3_group1,000077-68-9_group1,000078-79-5_group2,000078-93-3_group1,000091-20-3_group1,000095-16-9_group2,000095-47-6_group2,000098-82-8_group2,000098-83-9_group2,000098-86-2_group2,000100-41-4_group3,000100-41-4_group4,000100-42-5_group1,000100-80-1_group1,000103-65-1_group1,000104-76-7_group1,000106-46-7_group2,000107-83-5_group2,000107-92-6_group1,000108-67-8_group2,000108-67-8_group3,000108-87-2_group2,000108-94-1_group1,000109-52-4_group1,000110-43-0_group1,000110-54-3_group2,000110-82-7_group1,000110-88-3_group1,000110-93-0_group2,000110-98-5_group1,000112-31-2_group1,000115-11-7_group2,000119-36-8_group1,000120-92-3_group1,000123-35-3_group1,000124-19-6_group1,000140-11-4_group1,000141-78-6_group2,000142-82-5_group2,000149-57-5_group1,000353-66-2_group1,000470-82-6_group1,000496-11-7_group2,000541-73-1_group2,000589-34-4_group2,000589-81-1_group2,000611-14-3_group2,000615-74-7_group1,000617-94-7_group1,000620-14-4_group1,000761-65-9_group1,001074-43-7_group1,001074-55-1_group2,001122-82-3_group1,001203-17-4_group1,001640-89-7_group2,001762-27-2_group1,002216-33-3_group1,002809-64-5_group2,003387-41-5_group1,003877-15-4_group2,005989-27-5_group1,013475-82-6_group1,018631-83-9_group2,019549-87-2_group1,027750-45-4_group1,038165-93-4_group1,054446-78-5_group1,063521-76-6_group3,095798-15-5_group1,1000132-10-9_group2,1000308-17-8_group1,1000309-13-0_group1,1000386-40-2_group1,1000401-12-0_group1,1000417-00-6_group1
0.5936,,,0.1428,,,0.2119,,,0.1336,,0.6006,1.0773,,1.5152,,,1.4596,0.2872,,0.445,,1.2841,,,0.6269,,0.0637,,0.0569,,,0.4483,,,0.1903,,,,,0.1151,0.0845,,,,,,0.0927,,0.0433,,,0.3081,,,1.0998,,,4.4129,,,,,0.2717,0.082,0.0652,0.0657,,0.7735,0.1345,,1.2694,,,0.5788,,,
,,,0.0731,,,0.3467,,1.0114,,,0.5754,,,,,0.1885,,0.1768,,0.3277,,1.3785,,,0.4408,,,,,0.3151,,0.6584,,,0.2195,,1.1039,,,0.2722,0.0792,,0.0613,,,,,0.3647,,,3.1077,0.3595,0.1198,,0.5586,,,1.1374,,,,,0.7624,,0.1894,0.1161,,,,,,0.0936,0.0221,,0.2417,,
,,,0.1307,,,,,,,,0.5899,,,,,0.2831,,0.2501,,,,0.7878,,,0.5274,,0.6301,,,,,,,,0.2603,,,,,0.4182,0.0589,,,,,,0.2112,0.3313,0.1043,,,,,,1.2898,,,1.7273,,,,,0.8155,,,0.2015,3.2145,,,,,,,,,,
0.9152,,,0.312,0.0458,,0.485,,,,,0.7286,0.3642,,,,,1.1798,,,,,0.7349,,0.1424,,,,,,,,0.9736,,,0.2187,,,,,0.0256,0.1686,,0.2416,,0.3035,,,,,,,,,,1.0385,,,2.1175,,,,0.064,0.4637,0.0343,0.0438,0.027,,1.3697,,,,0.0391,,,,0.2318,0.0554
0.9164,,,0.2179,,0.0711,0.3003,,0.5133,,,0.784,0.492,,,,,1.2176,0.2802,,,,,,0.1085,0.8962,,,,0.107,,,,,,0.2542,0.2451,,,,0.0412,0.1686,,,,,,,,,,,,,,1.061,,,2.5825,,,,,0.8314,,0.0683,,,0.8291,0.1348,,,,,,0.0129,,
,,,0.1194,,,0.1749,,,,,0.5584,2.0131,,,,,0.6562,0.3734,0.0149,0.3944,,,,,,,,,,0.359,,,,,,,,,,,0.0716,0.0331,,,,,,,0.0601,,,0.256,,,1.2567,,,0.9366,,,,,0.46,,,0.2131,,1.221,,0.0871,,,,1.247,0.0925,,
,,,0.1652,,,0.357,,0.46,,,0.8106,0.4274,,,,0.0653,,,0.673,0.3948,,0.1702,,,0.8143,0.0934,,,,0.2907,,,,,,,0.5833,,,,0.1829,,0.077,,0.2865,,,,0.1243,,,0.4113,0.0873,,0.9729,,,1.8748,,,,,0.2716,,,0.2221,1.2055,1.2783,,,,,0.091,,,,
,,,,,,0.2002,,0.4881,,,0.6034,1.0383,,,,0.1335,0.9649,,,,,0.1492,,0.8669,,,0.0378,,,0.417,,,,,0.5128,,0.5211,,,0.056,0.0943,0.0573,,,,,,,0.0821,0.4753,,,,,0.9311,,,2.33,,,,,0.4939,,0.0492,0.2214,,,,,,,,,,,0.2133
0.3493,,,0.1034,,0.0478,0.2114,,0.719,,0.2715,0.8134,1.516,,,,,,,,,,0.1661,,,,,,,,0.2305,,,,,0.2077,0.5494,,,,0.0975,,,,,0.2851,0.0866,0.0353,0.202,0.144,,,0.3179,,,1.6056,,,1.679,,,,0.05,5.4851,,0.0689,0.0493,,,,,,,,0.6343,0.053,,0.1618
0.3685,,,0.2027,,,0.2849,,0.2128,,,0.8331,0.5462,,,,0.1408,,0.3633,,0.599,,0.5114,,,0.7827,0.0841,,,0.0747,0.2492,,,,,0.2137,,,,,0.0327,0.1466,0.0401,1.2786,,,,,,0.0747,,,0.4673,,,1.0901,,,1.1206,,,,,0.466,,0.0466,0.0793,,,,,,0.059,,0.6506,,,
,,,0.171,,,,,0.6785,,,0.6195,0.7577,,,,,,0.349,,,,0.8393,,,0.4459,,,,0.2493,0.2318,,,,,0.1717,0.0817,,,,,0.0823,,0.3033,,,,,,0.1008,,,,,,1.0865,,,1.1519,,,,,1.1345,,,0.0732,,1.3522,,0.3343,,,,,0.4576,,
0.7455,,,,,,0.3748,,0.9044,0.1879,,0.9384,,,,,,,,,,,0.3328,,,0.4596,,0.0222,,,,,,,0.2035,,,,,0.1644,0.0748,0.1043,0.0196,,,,,0.0352,,0.2084,,,,,,2.2023,,,0.2898,,,,0.0202,,,,,0.7674,0.8508,0.2164,0.2564,0.7868,,,,,,
,,,0.1402,,,,,,0.1348,,0.7685,,,,,0.2245,1.5296,,,0.8143,,0.3129,,0.2094,0.6693,0.0771,,,,,,,,0.0542,0.195,,,,,0.1166,0.1068,0.01,,,,,0.0723,0.2754,0.1424,,,0.2928,,,1.0665,,,1.1918,,,,,0.36,,,0.0978,,0.7111,,,0.9729,0.059,0.0567,,0.085,,
,,,0.0599,,,0.1915,,,0.1325,,0.5034,1.5297,,,,0.4144,,,0.1286,0.3765,0.478,1.1595,,0.7361,0.311,,,,,,,0.4903,,,0.2862,,,,,0.6056,0.0534,0.0594,,0.2186,,,0.2168,0.4271,0.0949,,2.4887,0.1754,,,0.4322,,,0.4231,,,,,0.4865,,,0.3233,0.8957,,,0.1031,,,,,0.3058,,
1.0349,,,,,,,,0.7202,0.1644,,0.6118,,,,,,,,,,,0.3648,,0.32,,,0.0424,,,,,,,,0.4962,,,,,0.0664,0.0848,0.0339,,,,,,0.3733,0.0577,,,,,,0.8081,0.1727,,2.848,,,,,0.2335,,,0.0902,,0.5188,0.1712,,,,0.0755,0.3495,,,0.142
0.5488,,,0.7922,,,0.4171,,1.5012,,,,1.8763,,0.972,0.0873,,1.9493,,,,,0.3668,0.1794,,0.6164,0.125,0.1118,0.1698,0.7892,,,,,,0.1929,,,,,,0.1837,,0.5647,,0.8133,0.6758,,0.5486,,,,,,,0.7459,,,1.4364,,,0.3447,,0.8871,0.5285,,0.0779,,,0.2942,,1.6857,,,,,0.2673,
0.6992,,,0.2384,,,0.465,,0.4306,,,1.4266,0.7863,,,,0.129,2.284,,,0.7764,,0.3169,,,0.6375,0.0894,,,0.2635,0.3152,,,,,0.2335,,,,,0.0438,0.1746,,,,,,,,,,,0.623,,,1.8267,,,1.81,,,,0.4771,0.3681,,0.0849,0.0573,,,,,,,,,0.0378,0.0729,
0.4411,,0.0526,0.1862,,,0.4663,,1.5765,,,0.875,,,,,0.2689,1.1592,,,0.7972,,1.3776,,,1.1677,0.0936,0.0386,,,0.4846,,0.771,,,,0.1702,,,,0.104,0.1516,,,0.1276,,,,,0.0737,,1.2306,0.46,0.1877,,0.8847,,,0.7022,,,,,0.4424,,0.0588,,,1.2609,0.3946,,,,0.1889,,,0.0612,
,,,,,,0.3642,,0.5855,,,0.5691,,,,,,,,0.1552,0.4258,,0.9877,,,0.6947,0.0593,0.2245,,0.0891,0.2182,,,,,0.1492,,,,,0.1142,0.0724,,,0.0725,,,0.0545,,,,1.3383,,0.1345,,0.5737,,,0.5424,,,,,0.3937,,0.1581,0.1767,0.4368,,,,,,0.0434,,,0.032,
,,,0.1906,,,0.3274,,0.9981,,,0.744,,,,0.0752,,1.3066,,0.4374,0.5295,,0.8812,,0.3127,0.7519,0.1042,,,0.2191,0.3667,,,,,0.2381,0.1747,,,,0.2225,0.1004,,1.3717,,0.7308,,0.1595,0.5116,0.0515,,,0.3018,,,0.6149,,,0.6577,,,,,0.4761,,,0.6073,,,,,,,0.1408,,0.4544,0.0558,
,,,,,,0.2797,,,,,0.6441,0.6391,,,,0.1519,1.6706,,0.1975,0.2759,,1.1557,,,0.3787,0.045,0.2625,,0.0676,0.1458,,0.7706,,0.0826,0.1284,,0.1182,,,0.1538,0.0963,0.0653,,,,0.1397,0.0811,,,,,0.4594,0.0968,,0.6399,,,0.6798,,,0.1942,0.2894,0.5928,,,0.2287,2.3019,,,,,,,,,0.0364,
,,,0.6848,,,0.6028,,,,,0.9847,1.6432,,0.8347,0.0941,,1.1822,,,,,1.3574,0.1793,,0.6657,0.0935,0.1074,0.1015,0.6501,,,0.4116,,0.1457,,0.1785,,,,,,0.003,0.6018,,,0.6336,,0.5638,0.2212,,0.8708,,,0.1676,0.5477,,,0.4819,,,0.3661,,0.8406,0.4101,,0.0454,,,,,,,,,0.1637,,
0.1761,,,0.1829,,,0.4,,,0.2068,,0.8111,,,,,0.2792,,,,,,1.8342,,,0.4845,,0.1676,,0.0664,0.2392,,0.6362,,0.1176,,,1.0434,,,0.3426,0.1177,,0.1039,,,0.1197,0.0939,1.0094,0.1929,,1.8477,,0.1938,0.2824,0.6204,,,0.4467,,,,,0.263,,,0.0425,0.8819,,,,2.2747,0.0872,0.1602,0.2291,,,
,,,0.5282,,,0.3235,,1.0338,,,1.1737,,,,,0.2515,2.3032,0.2234,,0.8725,,0.2949,0.0519,,0.8376,0.1111,,0.0796,0.6069,0.7681,,,,,,,,,,,0.2315,,0.3346,,,0.1118,,,,,,0.4526,,,1.2584,,,1.4534,,,0.2583,0.047,0.4862,0.2667,,0.1068,,1.1258,,,,,,0.6464,0.2272,0.1169,
0.2865,,,0.692,,,0.3847,,1.6136,,,,2.108,,0.9891,,,2.0039,,,,,0.5109,0.2019,,0.4453,0.1503,0.1255,0.1631,0.9183,,,,,0.1204,0.1608,0.295,0.4732,,,,0.1617,,0.7643,,0.9757,0.5026,,0.7002,,,0.9576,,,,0.6806,,,1.0558,,,0.5025,,1.0382,0.4677,,0.0542,,0.8792,0.1543,,1.6301,,,,,0.2232,
0.6458,,,0.188,,0.0544,0.3062,,0.7987,,,1.0113,0.7683,,,,0.1282,,,,,,0.5853,,,0.6422,,,,,0.2741,,,,,0.302,,0.911,,,0.0405,0.1872,,0.1655,,,,,,,,,0.429,,,0.9284,,,1.8182,,,,,0.4428,0.1527,0.0805,0.0589,,,,,,,,,,0.0544,
,,,0.4418,,,0.4363,,1.4208,,,0.692,,,,,0.3766,1.6512,,,,,0.3385,0.0722,0.3237,0.4482,,,0.1056,0.7383,0.3693,,0.7636,,,,,0.9267,,,0.1634,0.1632,,,,0.455,0.3466,0.0274,,,,,0.2989,,,0.5275,,,2.0879,,,,,0.9944,,,0.1066,,0.8232,,,,,,,0.1499,0.1411,
0.453,,,,,,0.2792,,0.388,,,1.0039,0.8746,,,,0.1546,,,,,,0.6266,,,0.6291,,,,0.1374,0.3163,,,,,0.3425,,,,,0.0553,,,0.1449,,0.3982,,,,,,,0.4245,,,1.3379,,,1.0764,,,,,0.4542,,0.0263,0.0568,,2.8219,,,,,,,,0.0627,
0.4411,,,0.2812,,,0.4182,,,,,1.448,0.6121,,,,0.1399,1.7104,0.5335,,1.1893,,0.7931,,,,,0.0199,,0.3645,0.7176,,,,,,,,,0.4536,0.0615,,,,,,,,,,,,,,,1.2273,,,0.8082,,,,0.0405,0.2595,,0.0458,0.0092,,1.4637,0.7907,,,,,,,0.164,
,,,0.2107,,0.06,0.3656,,,,,1.1344,0.5317,,,,0.1228,,,,0.6321,,0.6333,,,0.6552,0.0707,,,,0.2996,,,,,0.2101,,0.8168,,0.3258,0.0414,0.1137,,0.0502,,0.3645,,,,,,,,,,1.1089,,,1.064,,,,,1.4207,,0.0478,0.0665,,2.4246,,,,,,,0.0095,,
0.1829,,,0.3586,,,0.3452,,0.9135,,,0.7245,,,,,0.2789,,,,0.5954,,0.4,,,,,0.1232,,0.0677,0.3432,,,,,,,,,,0.187,0.2011,,,0.1408,0.3285,0.1989,0.0646,,,,1.6202,,0.2009,,0.5751,,,0.6699,,,,0.1247,0.264,,,0.038,,,,,,,,0.2941,,0.1033,
,,,,,,0.3044,,1.1177,,,0.7058,0.9889,,,,0.2028,,,0.0452,,,0.2666,,,0.344,0.0515,0.0624,,,0.2803,,,,0.0914,,,,,,0.097,0.0939,,,0.1218,,0.0631,0.0476,,,,,0.4031,0.301,,0.8209,,,0.8363,,,,0.0242,0.4824,,,0.1477,1.5347,,0.2899,,,,,,,0.0536,
,0.2256,,0.2426,,,0.3291,,,0.2832,,0.5309,1.3627,,,,0.224,,,,,,0.2226,,,0.2972,,,,,0.464,,0.691,,,0.4046,,1.1425,,,0.1954,0.1418,,,,0.2466,,0.1083,0.4783,,,,,,0.2164,0.3155,,,0.6404,,,,0.6556,0.5213,,,0.3146,,,,,,,,,0.1161,0.0818,
,,,0.3302,,,0.3959,,0.2146,,,0.9834,,,,,0.2032,,0.4957,,,,1.1267,,,0.4538,,0.2053,,0.4907,0.3233,,0.7223,,,0.2829,,1.0656,,,0.1314,0.1104,,0.1151,,,,0.0508,0.5042,0.1268,,,0.4478,0.2023,0.2234,0.6155,,,0.4457,,,,,0.4813,0.0916,,0.1196,,,,,,0.0759,,,,0.0772,
0.197,,,0.1445,,,0.2021,,,0.1569,0.1426,0.7726,,,1.2135,,0.1992,1.6266,0.2841,,0.4644,,0.642,,,0.2941,0.0884,3.2292,0.1798,0.6529,0.134,,,,,,,,,,,0.0846,,,,,,,,,,0.9683,0.2655,0.1008,,0.675,,,2.0027,,,,,0.3477,,,,1.2218,,,0.1635,0.8852,,,,,0.0245,0.0289
,,,,,,0.4004,,0.3251,,,0.7211,0.5524,,,0.0691,0.1615,,,0.0346,0.5249,0.2288,0.1244,,,0.7585,0.1784,0.1219,,0.0945,0.1453,,1.4056,,0.1103,,0.0233,0.9724,,,0.0614,,,0.1761,,,,,,,,,0.4046,0.0586,0.0425,,,,0.5725,,,0.0544,,0.3109,,0.155,0.1496,,,,,,,0.0425,,,0.0257,
,,,,,,0.2475,,,0.1741,0.1461,0.4132,2.0104,,1.1495,,,,,,,0.3283,0.1631,,,0.3637,0.1013,3.3861,0.1852,0.2806,0.1994,,0.7863,,0.1013,,,0.7371,,,,0.1183,,,,0.9287,,,,,,1.3113,0.3137,0.0857,,,,,0.6123,,,,,0.5551,,,,,,,,,,0.1206,,,0.0403,
,,0.0755,0.1808,,,0.3378,,0.1271,,,1.0176,0.6759,,,,0.141,,,,0.9358,,0.7205,,,0.5142,0.0896,0.0585,,,0.2514,,,,,,,0.2265,,,0.0823,0.1558,,0.0895,,0.3289,,,,,,,0.4623,0.1644,,1.2952,,,0.6441,,,,,0.3934,0.0722,0.0431,0.1071,0.4914,,,,,,,,,,
,,,,,0.3059,0.3514,,0.6638,,,0.9921,0.4417,,,,,,,,,,0.1053,,,,0.0733,,,0.0291,0.1426,,0.7226,,0.118,,0.0364,0.5791,,,0.1299,0.1149,0.0586,,,,,,,0.0541,,,0.598,0.0528,,,,,0.5272,,,0.0688,1.1759,0.4188,,0.1287,0.1785,,,,,,,0.0752,,0.2359,0.0533,
,,,0.1406,,,0.2629,,2.8035,0.1296,,0.3099,,,1.3789,,0.279,0.6428,,,0.3736,,0.2179,,,,0.076,1.4416,0.2575,0.4289,,,0.6366,,,,,,,,,0.1072,,,0.0791,0.331,,,,,,1.0125,,0.1927,,0.1545,,,,,,,,0.4519,,,,,,,,,,,,,0.0537,
,,,0.1577,,,0.3104,,0.8287,,,0.292,,,,,0.196,,,,0.2312,,0.8884,,,0.2783,,2.541,0.0645,0.142,0.1157,,,,0.0389,,,0.3616,,,,0.0657,,0.0698,,,,0.0764,0.3353,,,1.2602,0.1701,0.0924,0.0641,,,,0.243,,,,,0.2344,1.1452,,0.0869,,,,,,,0.0183,,,0.0239,
,,,,,,0.3531,,0.5415,0.097,,0.3489,,,,,0.1899,,,,,0.2285,0.1633,,,0.2753,,0.3092,,0.0712,0.1316,,,,,,,0.5048,,,0.1535,0.1034,0.0064,,,,,0.0386,0.2371,,,0.8863,0.3075,0.1542,0.1911,,,,,,,,,0.2294,0.0828,0.1101,0.0533,,,,,,,,,,0.0614,
,,,,,,0.2559,,2.2442,0.2177,,0.2895,,,0.6013,,0.3259,,,,,0.4694,0.4514,,,0.2591,,1.82,0.0635,0.1229,,,,,0.1018,,,0.452,,,,0.0664,,,,,,0.1192,0.6073,,,1.6968,,0.2537,0.3507,0.2087,,,,,,,,0.4977,1.2051,,0.1021,,,,0.0779,,,,1.3935,,,
,,,,,,0.2208,,,0.1866,0.3066,0.5323,,,,,,,,,0.3135,,0.2466,,,0.5482,0.176,,,,,,,,,0.3085,0.3078,,,,0.3048,0.0385,0.0777,,0.1057,,0.165,0.1159,0.3851,0.0305,,1.3013,0.2383,,0.2816,0.4028,,,,,,,,0.4775,,0.1448,0.1376,,,,,0.527,,,,0.2523,0.0199,
,,,0.2718,,,0.3161,,2.5936,0.2636,,0.7331,,,1.7964,0.1772,0.6997,,,,0.2328,0.7414,0.4317,,,0.5963,,0.5457,,,0.3098,,0.5863,,,0.2964,,0.8238,,,0.4806,0.1207,,,,0.2039,,0.1968,0.6563,,,3.9267,0.3007,0.2174,0.139,0.3237,,,0.39,,,,,0.561,,,0.1512,,,,,,0.0427,,,,,
,,,0.1708,,0.0793,0.1703,,,0.1783,,0.6036,0.0556,,,,0.6051,,0.1866,,0.2194,0.335,0.209,,,,0.1447,5.8346,0.2523,0.1003,0.3431,,0.4656,,,0.2109,,0.6519,,,,,,,,,,0.1658,0.4406,0.0309,,1.6426,0.2868,0.1443,0.0603,0.4144,,,0.3393,,,,,0.26,1.7855,,0.0763,,,,,,,,,,0.0233,
,,,,,,0.2297,,2.4883,0.1464,0.1321,0.2954,,,1.0392,0.0638,0.4325,,,,0.3013,0.4705,0.343,,,0.38,0.107,0.8302,,0.2459,0.1033,,,,0.0403,,0.2072,0.7328,,,,0.0514,,,0.1907,,,,0.3271,,,1.4662,,,0.128,,,,0.3913,,,,,2.2182,,,,,,,,,,,,,,
,0.0926,,0.1581,,,0.2204,,0.518,0.0674,,0.237,0.7792,,,0.0719,0.3068,,,,,0.2641,0.8663,,,,0.0308,0.1872,,,0.163,,,,,,0.0356,0.2854,,,0.2033,0.0602,0.0043,0.1168,,,,0.0914,0.2345,,,1.0749,,0.0727,0.0446,,,,,,,,0.036,0.2519,,,0.0514,,,,0.1238,,0.0362,0.0249,,,,
0.4497,,,0.2073,0.1048,,0.2879,,0.727,,0.2488,0.9743,0.8222,,,,0.1632,1.7792,0.2326,,,,0.5318,,,0.6739,0.0899,0.0306,,,0.2318,,,,,0.2141,,,,,0.0824,0.1783,,0.1142,,,,,,0.2267,,,0.4864,,,1.6205,,,1.1622,,,,0.1295,0.5087,,,,3.2697,1.6985,,,,0.0559,,,,,
,0.1799,,,,,0.2605,,0.8797,,,0.5674,,,,,0.103,,,,,0.2239,,0.0711,0.076,0.4559,0.1873,2.3183,0.1311,0.1931,0.1236,,,,0.0813,,0.0347,0.4713,,,,0.1044,,,,,,,,,,,,0.053,,0.4041,,,0.365,,,,,0.3281,1.1434,,0.2053,,,,,,,0.056,,,,
,,,,,0.0988,0.3548,,,,,0.5775,0.6318,,,0.1988,0.1477,,2.7296,,0.8507,0.3053,0.723,,,0.3738,0.053,0.1094,,,0.1098,,0.969,,,,0.0468,0.563,,,0.1643,0.1286,,,,,,,,,,,,0.0589,0.0256,0.3709,,,0.582,,,,,0.8099,,0.2546,0.1636,,1.4427,,,,,0.1181,,,,
,,,0.2689,,0.6374,0.3458,,0.1686,,0.3729,0.7403,0.9706,,,,0.133,,0.2176,,,,0.1338,,,,0.1431,1.7831,0.0514,0.2036,,,,,,0.2289,,0.6096,,,,0.1238,,0.4335,,,,,,,,,0.3583,0.0762,,1.1252,,,0.8451,,,,0.1299,0.3625,1.0728,,0.1202,2.6904,,,,,,,0.5501,,,
,,,0.1313,,,0.2512,,0.8285,,0.3157,1.3181,1.1114,,,,0.1468,,0.2207,,0.5904,,0.5211,,,0.5122,0.0896,,,,0.217,,,,,0.4568,,,,,,0.0999,,0.1034,,,,0.0194,,0.0782,,,0.3523,,,1.255,,,1.1418,,,,0.0349,0.339,0.1211,0.0904,0.0716,,,,,,,,,0.1856,0.0323,0.1432
0.4212,,,,,0.0375,0.2873,,,,0.2707,1.3205,0.714,,,,0.1195,,,,,,0.1572,,,0.5173,0.1037,0.0163,,,0.2562,,,,,0.2798,,,,,0.0238,0.1218,,,,,,,,,,,,,,1.2343,,,1.0308,,,,,0.5851,0.0345,0.0224,,1.776,,,,,,0.1003,,,0.0619,
,,0.0683,0.2782,,,0.3753,,0.827,0.2048,,0.7004,,,,,0.3539,,,,0.4945,,0.3226,,,0.9183,0.1015,0.7333,,,0.3811,,0.6385,,,0.2404,,0.8322,,,0.3444,0.1697,0.1483,,,0.3181,,0.1575,0.7074,,,1.4485,,0.1985,0.2596,0.3983,,,,,,,,0.8741,,,0.1455,1.8484,1.2289,0.1591,,,0.1233,0.2624,0.4177,,0.0544,
,0.1941,0.0212,0.2922,,,0.5364,,,0.1063,,0.4741,,,,,,,,,0.3461,,0.9923,,,0.4092,0.1217,0.2184,,,0.1977,,,,0.3597,,,0.5468,,,0.3176,0.0955,0.0155,,0.1104,,,0.1114,0.4917,,,2.0084,,0.1835,0.1986,0.3051,,,0.1311,,,,,0.3139,,,0.0464,,,,,,,0.0328,0.2837,,0.052,
,,,0.238,,,0.5332,,0.0512,,,0.8887,,,,,0.2604,,,,,,0.3018,,,0.7351,0.0792,0.347,,0.0653,0.2257,,0.5247,,,0.3518,,0.6726,,,0.2865,0.1173,0.0231,,,,,0.1105,0.6793,0.0507,,1.5945,0.324,0.2255,0.1528,0.5168,,,0.338,0.1254,,,,0.781,,,,1.4986,1.4204,,,,,0.1467,,,0.0373,
0.1702,,,0.3361,,,0.5954,,1.3255,0.203,,1.0314,,,1.03,0.0981,0.3873,,,,0.5416,,1.2162,,,0.9143,0.0652,0.1328,,,0.3091,,,,,0.2854,,,,,0.188,0.139,,,,,0.1689,0.0775,0.6541,,,,,0.2166,,0.6079,,,0.6198,0.0464,,,,0.4631,,,,,,0.3206,,,0.0523,,,,,
0.1731,,0.0506,0.2794,0.2175,,0.5194,,0.8183,,,1.0597,0.5286,,0.2375,,0.1652,,,,1.2487,,0.7008,,,1.2747,0.1442,,,,0.2205,,0.7659,,,,0.0912,0.2391,,,0.0534,0.1503,0.043,,,,,0.0188,,,,,0.4378,0.1162,,,,,,,,,,1.6711,0.1352,,,,,0.472,,,0.0847,,,0.0458,0.0624,
,,0.0325,,,,0.477,,,,,0.9148,,,0.282,,0.2053,,,,0.635,0.333,0.2205,,,0.7424,0.0957,0.1006,,,0.1386,,0.8967,,,,,0.756,,,0.0957,,,0.0697,,,,0.0418,0.3876,,,,0.2244,0.1249,,,,,,,,,0.0278,0.4365,,0.1718,,,,0.3749,,,0.0689,0.1243,,,0.065,
,,,0.2547,,,0.4346,,0.5887,,,1.0075,,,,,0.2617,,,,,,1.2908,,,,,0.1086,,,0.2542,,0.7113,,0.1854,,,0.1696,,,0.1415,0.1144,0.0109,0.4995,,0.6465,,0.0909,0.6635,0.0648,,,,0.1423,0.2154,0.5938,,,,0.2561,,,,0.6318,,0.1074,,1.0812,,0.2294,,,,,0.4907,,0.0536,
0.1351,,,,,,0.533,,,,,1.0596,0.8003,,0.2818,,0.2419,,,,,0.3123,1.2294,,,0.7707,0.0693,0.112,,,0.217,,1.6178,,,,,0.2107,,,0.0752,0.1637,,,,,,,,,,,0.6242,0.0994,,,,,0.183,,,0.0376,,0.5916,,0.0717,,0.4844,,0.2477,,,,0.1325,0.2433,,0.0708,
0.9458,,,,,,0.4185,,,,,0.749,0.2946,,,,0.0881,,,,,,0.7971,,,,0.0606,,,,0.4736,,,,0.1643,,,,,,0.0312,0.1503,0.0358,,,,,,,,,,0.2847,0.1153,,0.6475,,,3.0579,,,,,0.3397,,0.0273,,,0.5548,,0.2124,,,,0.1673,0.0144,0.0747,
0.1782,,0.0407,0.3193,,,0.5219,,,,,1.0952,0.6361,,,,0.1432,,,,0.9121,0.3198,0.2169,,,,0.088,0.1081,,,0.2132,,0.9298,,0.2406,,,0.2615,,,0.0845,0.1513,,,,,,0.0354,,0.1122,,,0.3173,0.1289,,0.5272,,,0.4784,,,,,0.4477,,0.1116,,,,,,,0.0693,,,,0.0839,
,,0.0391,0.3907,,0.1577,0.3842,,0.4658,0.11,,0.7201,0.7309,,,,0.2219,,,0.6399,0.6301,,0.2466,,,0.9993,0.1108,0.7143,,,0.3122,,0.6322,,,,0.2191,1.0952,,,,0.1735,,0.2621,,0.2673,,,,,,,0.6562,0.1386,,0.3403,,,,,,,,1.2439,,2.558,,0.5444,,,,,,,,,0.0548,
0.2358,,,,,,0.7631,,0.9502,,0.23,1.1178,,,1.3512,,0.407,1.8458,,,0.557,,1.8131,,,0.455,,0.3891,0.0705,,0.6357,,1.1149,,,,,,,,0.3055,0.1641,0.0481,,0.1651,,,0.1537,0.7533,,0.7086,,0.5476,0.2217,,0.736,,,0.7047,,,0.1176,0.138,0.5686,0.1024,,,,,0.3174,,0.8,,,,,0.0701,
,,,0.2731,,,0.4346,,,,,1.5551,,,1.4206,,0.8154,,,,0.6539,,1.5318,,,0.6416,,0.3126,0.0272,0.1681,0.4715,,,,0.1555,0.2977,,,,,0.2112,0.1399,0.0091,0.2396,,,,0.0932,0.5606,0.0774,,1.2823,,0.2224,,1.0268,,,0.4721,0.0501,,,,0.5593,0.1073,,,0.933,,0.3716,,1.0145,0.0862,,,,0.061,
,,,,,,0.3397,,,,,0.4473,0.5003,,,,0.1291,,,,0.4733,,0.2336,,,,,0.0899,,,0.239,,,,,,,0.4344,,,0.0988,0.1292,0.0121,0.088,,,,0.0353,,,,,0.3277,0.0826,,0.4065,,,1.4637,,,,,0.4103,,,,,1.2815,,,,0.0252,,0.2784,,0.0877,
0.6504,,0.0179,0.483,,,0.4523,,,,,0.6272,0.4388,,,,,,,,0.4242,,0.8954,,,0.4219,0.0572,0.097,,,0.5224,,,,,,,,,,0.0911,,,,0.2548,,,0.0352,,,,,,0.1563,,0.4436,,,3.3148,,,,0.0226,0.2493,,0.0571,,,0.9906,,,0.98,0.0754,,,,0.0653,
